,sentence,verb,embedded
561,I will divine Agent[01] next.,DIVINATION,"[-0.03026325  0.02897033  0.0306842  ... -0.0087798  -0.03038352
  0.00906544]"
562,I will divine Agent[02] next.,DIVINATION,"[-0.02581913  0.03103709  0.02478155 ... -0.00963142 -0.0274582
  0.0107517 ]"
563,I will divine Agent[03] next.,DIVINATION,"[-0.02735745  0.03115046  0.02929875 ... -0.00673483 -0.02162314
  0.0131262 ]"
564,I will divine Agent[04] next.,DIVINATION,"[-0.02766963  0.03808678  0.0265503  ... -0.01064848 -0.0229834
  0.01046192]"
565,I can tell the Agent[00]'s role tomorrow.,DIVINATION,"[-0.01819225  0.0117923  -0.03933085 ... -0.02377918 -0.00199434
  0.02015185]"
566,I can tell the Agent[01]'s role tomorrow.,DIVINATION,"[-0.0206762   0.01173791 -0.03731002 ... -0.02000702 -0.00264257
  0.01982948]"
567,I can tell the Agent[02]'s role tomorrow.,DIVINATION,"[-0.01897786  0.00925505 -0.04543994 ... -0.01748101 -0.00214503
  0.02072863]"
568,I can tell the Agent[03]'s role tomorrow.,DIVINATION,"[-0.02576196  0.00752979 -0.03624648 ... -0.01352775  0.00559969
  0.02475436]"
569,I can tell the Agent[04]'s role tomorrow.,DIVINATION,"[-0.0230035   0.01350088 -0.04019872 ... -0.01811374  0.00359641
  0.01918084]"
570,I will unmask Agent[00]'s true nature.,DIVINATION,"[-0.02425519  0.02326136 -0.00631946 ... -0.00965743 -0.02076959
  0.0006513 ]"
571,I will unmask Agent[01]'s true nature.,DIVINATION,"[-0.02502884  0.02411332 -0.00756358 ... -0.00586283 -0.02169072
 -0.00075134]"
572,I will unmask Agent[02]'s true nature.,DIVINATION,"[-0.02269118  0.02121102 -0.01508091 ... -0.00542843 -0.02139255
  0.00282069]"
573,I will unmask Agent[03]'s true nature.,DIVINATION,"[-0.02474782  0.02280899 -0.00667166 ...  0.00039231 -0.01290709
  0.00261223]"
574,I will unmask Agent[04]'s true nature.,DIVINATION,"[-0.02098564  0.02925605 -0.01242625 ... -0.00576589 -0.01436657
 -0.00342995]"
575,I might investigate Agent[00] next.,DIVINATION,"[-6.58012107e-02  9.67224501e-03  5.36682783e-05 ... -2.07749512e-02
 -1.71987992e-02  1.57433879e-02]"
576,I might investigate Agent[01] next.,DIVINATION,"[-0.07022854  0.01421367 -0.00292553 ... -0.01535457 -0.02044107
  0.01106036]"
577,I might investigate Agent[02] next.,DIVINATION,"[-0.06364964  0.01763691 -0.01458768 ... -0.01480716 -0.0188127
  0.01545777]"
578,I might investigate Agent[03] next.,DIVINATION,"[-0.0639628   0.01783338 -0.0044193  ... -0.00861999 -0.00767913
  0.01713066]"
579,I might investigate Agent[04] next.,DIVINATION,"[-0.05756234  0.03287961 -0.01269442 ... -0.01599466 -0.00656594
  0.01122082]"
580,I investigated Agent[00] and discovered he is a [TEAM].,DIVINED,"[-0.03229411  0.00119138 -0.00491051 ... -0.02654038 -0.00637183
  0.03102737]"
581,I investigated Agent[00] and discovered he is a [TEAM].,DIVINED,"[-0.03229411  0.00119138 -0.00491051 ... -0.02654038 -0.00637183
  0.03102737]"
582,I investigated Agent[01] and discovered he is a [TEAM].,DIVINED,"[-0.03029127  0.00501963 -0.00524591 ... -0.02217538 -0.00804801
  0.03039687]"
583,I investigated Agent[01] and discovered he is a [TEAM].,DIVINED,"[-0.03029127  0.00501963 -0.00524591 ... -0.02217538 -0.00804801
  0.03039687]"
584,I investigated Agent[02] and discovered he is a [TEAM].,DIVINED,"[-0.02612967  0.00544745 -0.01314018 ... -0.02210625 -0.01090243
  0.03532177]"
585,I investigated Agent[02] and discovered he is a [TEAM].,DIVINED,"[-0.02612967  0.00544745 -0.01314018 ... -0.02210625 -0.01090243
  0.03532177]"
586,I investigated Agent[03] and discovered he is a [TEAM].,DIVINED,"[-0.0266596   0.00678163 -0.00722219 ... -0.01807431 -0.00018557
  0.03539551]"
587,I investigated Agent[03] and discovered he is a [TEAM].,DIVINED,"[-0.02632697  0.00603043 -0.0064156  ... -0.01765705 -0.00079534
  0.03570681]"
588,I investigated Agent[04] and discovered he is a [TEAM].,DIVINED,"[-0.02555651  0.01371949 -0.0093898  ... -0.02397523 -0.00269006
  0.03252921]"
589,I investigated Agent[04] and discovered he is a [TEAM].,DIVINED,"[-0.02555651  0.01371949 -0.0093898  ... -0.02397523 -0.00269006
  0.03252921]"
590,"When I looked into Agent[00], it was revealed that he is [TEAM].",DIVINED,"[-0.02966533 -0.00188364 -0.0120908  ...  0.00428647  0.01113004
  0.02996095]"
591,"When I looked into Agent[00], it was revealed that he is [TEAM].",DIVINED,"[-0.02964705 -0.00190377 -0.01206583 ...  0.0042918   0.01112688
  0.02994278]"
592,"When I looked into Agent[01], it was revealed that he is [TEAM].",DIVINED,"[-0.02607175  0.00561954 -0.01366148 ...  0.0080965   0.00719083
  0.02771578]"
593,"When I looked into Agent[01], it was revealed that he is [TEAM].",DIVINED,"[-0.02607175  0.00561954 -0.01366148 ...  0.0080965   0.00719083
  0.02771578]"
594,"When I looked into Agent[02], it was revealed that he is [TEAM].",DIVINED,"[-0.02121418  0.00474923 -0.02248732 ...  0.00803221  0.00547163
  0.02832372]"
595,"When I looked into Agent[02], it was revealed that he is [TEAM].",DIVINED,"[-0.02121418  0.00474923 -0.02248732 ...  0.00803221  0.00547163
  0.02832372]"
596,"When I looked into Agent[03], it was revealed that he is [TEAM].",DIVINED,"[-0.02342193  0.00535999 -0.01568213 ...  0.01161693  0.01307085
  0.03061198]"
597,"When I looked into Agent[03], it was revealed that he is [TEAM].",DIVINED,"[-0.02342193  0.00535999 -0.01568213 ...  0.01161693  0.01307085
  0.03061198]"
598,"When I looked into Agent[04], it was revealed that he is [TEAM].",DIVINED,"[-0.0221903   0.01234876 -0.01978395 ...  0.00585377  0.01207498
  0.02681568]"
599,"When I looked into Agent[04], it was revealed that he is [TEAM].",DIVINED,"[-0.0221903   0.01234876 -0.01978395 ...  0.00585377  0.01207498
  0.02681568]"
600,My divination revealed that Agent[00] is a [TEAM].,DIVINED,"[-0.01166086  0.00167006  0.01409974 ... -0.01319278  0.00023448
  0.03813788]"
601,My divination revealed that Agent[00] is a [TEAM].,DIVINED,"[-0.01166086  0.00167006  0.01409974 ... -0.01319278  0.00023448
  0.03813788]"
602,My divination revealed that Agent[01] is a [TEAM].,DIVINED,"[-0.01240584  0.00280705  0.01383529 ... -0.00736203 -0.00352178
  0.03492891]"
603,My divination revealed that Agent[01] is a [TEAM].,DIVINED,"[-0.01240584  0.00280705  0.01383529 ... -0.00736203 -0.00352178
  0.03492891]"
604,My divination revealed that Agent[02] is a [TEAM].,DIVINED,"[-0.00785289  0.0005259   0.00434384 ... -0.00933778 -0.00490159
  0.03939005]"
605,My divination revealed that Agent[02] is a [TEAM].,DIVINED,"[-0.00785289  0.0005259   0.00434384 ... -0.00933778 -0.00490159
  0.03939005]"
606,My divination revealed that Agent[03] is a [TEAM].,DIVINED,"[-0.00961716  0.00269236  0.0127047  ... -0.00375786  0.00782225
  0.04000504]"
607,My divination revealed that Agent[03] is a [TEAM].,DIVINED,"[-0.00961716  0.00269236  0.0127047  ... -0.00375786  0.00782225
  0.04000504]"
608,My divination revealed that Agent[04] is a [TEAM].,DIVINED,"[-0.00793317  0.01069476  0.00602862 ... -0.01146391  0.0061092
  0.03539528]"
609,My divination revealed that Agent[04] is a [TEAM].,DIVINED,"[-0.00793317  0.01069476  0.00602862 ... -0.01146391  0.0061092
  0.03539528]"
610,"After performing a divination on Agent[00], it was clear that he is [TEAM].",DIVINED,"[-0.01274574  0.02547603  0.01654628 ... -0.00961724  0.00416361
  0.02385384]"
611,"After performing a divination on Agent[00], it was clear that he is [TEAM].",DIVINED,"[-0.01274874  0.02543567  0.01653473 ... -0.00961178  0.00416459
  0.02387492]"
612,"After performing a divination on Agent[01], it was clear that he is [TEAM].",DIVINED,"[-0.01073448  0.02561584  0.01851563 ... -0.00744068  0.00167368
  0.02099459]"
613,"After performing a divination on Agent[01], it was clear that he is [TEAM].",DIVINED,"[-0.01073448  0.02561584  0.01851563 ... -0.00744068  0.00167368
  0.02099459]"
614,"After performing a divination on Agent[02], it was clear that he is [TEAM].",DIVINED,"[-0.00660245  0.02287129  0.01132174 ... -0.00827679  0.00037848
  0.02243087]"
615,"After performing a divination on Agent[02], it was clear that he is [TEAM].",DIVINED,"[-0.00660245  0.02287129  0.01132174 ... -0.00827679  0.00037848
  0.02243087]"
616,"After performing a divination on Agent[03], it was clear that he is [TEAM].",DIVINED,"[-0.00646768  0.02534089  0.01532715 ... -0.00473817  0.00817448
  0.02246468]"
617,"After performing a divination on Agent[03], it was clear that he is [TEAM].",DIVINED,"[-0.00646768  0.02534089  0.01532715 ... -0.00473817  0.00817448
  0.02246468]"
618,"After performing a divination on Agent[04], it was clear that he is [TEAM].",DIVINED,"[-0.00543798  0.03084158  0.01094379 ... -0.0091349   0.00553973
  0.01825472]"
619,"After performing a divination on Agent[04], it was clear that he is [TEAM].",DIVINED,"[-0.00542198  0.03083634  0.01094946 ... -0.0091032   0.00551618
  0.01826669]"
620,I divined Agent[00] and the results showed he is a [TEAM].,DIVINED,"[-0.00535836  0.00193067  0.00906325 ... -0.02367415  0.00340355
  0.02780013]"
621,I divined Agent[00] and the results showed he is a [TEAM].,DIVINED,"[-0.00535836  0.00193067  0.00906325 ... -0.02367415  0.00340355
  0.02780013]"
622,I divined Agent[01] and the results showed he is a [TEAM].,DIVINED,"[-4.39117011e-03  4.95975558e-03  9.79657378e-03 ... -1.89016256e-02
  3.85379935e-05  2.41571981e-02]"
623,I divined Agent[01] and the results showed he is a [TEAM].,DIVINED,"[-4.39126976e-03  4.96755168e-03  9.77374427e-03 ... -1.89020522e-02
  5.08448902e-05  2.41423789e-02]"
624,I divined Agent[02] and the results showed he is a [TEAM].,DIVINED,"[-0.0003997   0.00740355  0.00297906 ... -0.01786668 -0.00073039
  0.02714509]"
625,I divined Agent[02] and the results showed he is a [TEAM].,DIVINED,"[-0.0003997   0.00740355  0.00297906 ... -0.01786668 -0.00073039
  0.02714509]"
626,I divined Agent[03] and the results showed he is a [TEAM].,DIVINED,"[-0.00191466  0.00874727  0.00831029 ... -0.01663592  0.00599506
  0.0280434 ]"
627,I divined Agent[03] and the results showed he is a [TEAM].,DIVINED,"[-0.00191466  0.00874727  0.00831029 ... -0.01663592  0.00599506
  0.0280434 ]"
628,I divined Agent[04] and the results showed he is a [TEAM].,DIVINED,"[-0.00108955  0.01173686  0.0058186  ... -0.02052992  0.00584543
  0.02522159]"
629,I divined Agent[04] and the results showed he is a [TEAM].,DIVINED,"[-0.00108955  0.01173686  0.0058186  ... -0.02052992  0.00584543
  0.02522159]"
630,"Anya divined Agent[00], and he was the [TEAM]!",DIVINED,"[-0.00959325 -0.00759585 -0.00366906 ... -0.02830723  0.02558676
  0.03682661]"
631,"Anya divined Agent[00], and he was the [TEAM]!",DIVINED,"[-0.00959325 -0.00759585 -0.00366906 ... -0.02830723  0.02558676
  0.03682661]"
632,"Anya divined Agent[01], and he was the [TEAM]!",DIVINED,"[-0.00753071 -0.00311835 -0.00711705 ... -0.02432455  0.01945964
  0.03320584]"
633,"Anya divined Agent[01], and he was the [TEAM]!",DIVINED,"[-0.00753071 -0.00311835 -0.00711705 ... -0.02432455  0.01945964
  0.03320584]"
634,"Anya divined Agent[02], and he was the [TEAM]!",DIVINED,"[-0.00460809 -0.00281995 -0.01459989 ... -0.02250348  0.02053811
  0.03767895]"
635,"Anya divined Agent[02], and he was the [TEAM]!",DIVINED,"[-0.00460809 -0.00281995 -0.01459989 ... -0.02250348  0.02053811
  0.03767895]"
636,"Anya divined Agent[03], and he was the [TEAM]!",DIVINED,"[-0.00631648 -0.0044166  -0.00819168 ... -0.02127582  0.02721162
  0.03778608]"
637,"Anya divined Agent[03], and he was the [TEAM]!",DIVINED,"[-0.00631648 -0.0044166  -0.00819168 ... -0.02127582  0.02721162
  0.03778608]"
638,"Anya divined Agent[04], and he was the [TEAM]!",DIVINED,"[-0.00537074  0.00200475 -0.0124457  ... -0.02599454  0.02586725
  0.0351591 ]"
639,"Anya divined Agent[04], and he was the [TEAM]!",DIVINED,"[-0.00537074  0.00200475 -0.0124457  ... -0.02599454  0.02586725
  0.0351591 ]"
640,"I divined Agent[00]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01390409  0.00405915 -0.01057691 ... -0.007656    0.00155589
  0.0330616 ]"
641,"I divined Agent[00]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01390409  0.00405915 -0.01057691 ... -0.007656    0.00155589
  0.0330616 ]"
642,"I divined Agent[01]. What he said was true, he is the [TEAM].",DIVINED,"[-0.0146288   0.00707082 -0.00885244 ... -0.00310392 -0.00194517
  0.02964733]"
643,"I divined Agent[01]. What he said was true, he is the [TEAM].",DIVINED,"[-0.0146288   0.00707082 -0.00885244 ... -0.00310392 -0.00194517
  0.02964733]"
644,"I divined Agent[02]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01262441  0.00786153 -0.01583448 ... -0.00328144 -0.00321007
  0.03261597]"
645,"I divined Agent[02]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01262441  0.00786153 -0.01583448 ... -0.00328144 -0.00321007
  0.03261597]"
646,"I divined Agent[03]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01261942  0.00802609 -0.01138894 ... -0.00181251  0.0042123
  0.03456534]"
647,"I divined Agent[03]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01261942  0.00802609 -0.01138894 ... -0.00181251  0.0042123
  0.03456534]"
648,"I divined Agent[04]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01216825  0.01134399 -0.01514395 ... -0.00658007  0.00389775
  0.03051143]"
649,"I divined Agent[04]. What he said was true, he is the [TEAM].",DIVINED,"[-0.01216825  0.01134399 -0.01514395 ... -0.00658007  0.00389775
  0.03051143]"
650,"According to my ability, Agent[00] is [TEAM].",DIVINED,"[-0.00893324  0.00959009  0.0242032  ... -0.00932735  0.00761953
  0.03681482]"
651,"According to my ability, Agent[00] is [TEAM].",DIVINED,"[-0.00893324  0.00959009  0.0242032  ... -0.00932735  0.00761953
  0.03681482]"
652,"According to my ability, Agent[01] is [TEAM].",DIVINED,"[-0.01128815  0.00516406  0.02492994 ... -0.00750221  0.00546988
  0.03499482]"
653,"According to my ability, Agent[01] is [TEAM].",DIVINED,"[-0.01129271  0.00521291  0.02493838 ... -0.00753492  0.00546446
  0.03498494]"
654,"According to my ability, Agent[02] is [TEAM].",DIVINED,"[-0.00804997  0.00542514  0.01214744 ... -0.00891982  0.00407077
  0.03870089]"
655,"According to my ability, Agent[02] is [TEAM].",DIVINED,"[-0.00804997  0.00542514  0.01214744 ... -0.00891982  0.00407077
  0.03870089]"
656,"According to my ability, Agent[03] is [TEAM].",DIVINED,"[-0.01440799  0.00841178  0.0233324  ... -0.00189226  0.02050517
  0.04010936]"
657,"According to my ability, Agent[03] is [TEAM].",DIVINED,"[-0.01440799  0.00841178  0.0233324  ... -0.00189226  0.02050517
  0.04010936]"
658,"According to my ability, Agent[04] is [TEAM].",DIVINED,"[-0.01089664  0.01876815  0.01737906 ... -0.01050307  0.01978682
  0.03515942]"
659,"According to my ability, Agent[04] is [TEAM].",DIVINED,"[-0.01089664  0.01876815  0.01737906 ... -0.01050307  0.01978682
  0.03515942]"
660,The God says Agent[00] is the [TEAM].,DIVINED,"[-0.01786091  0.00708956  0.00795019 ...  0.000487    0.00603597
  0.04220547]"
661,The God says Agent[00] is the [TEAM].,DIVINED,"[-0.01786091  0.00708956  0.00795019 ...  0.000487    0.00603597
  0.04220547]"
662,The God says Agent[01] is the [TEAM].,DIVINED,"[-0.01322217  0.01355776  0.00290284 ...  0.00609279 -0.00261199
  0.0370191 ]"
663,The God says Agent[01] is the [TEAM].,DIVINED,"[-0.0136261   0.01344681  0.00318428 ...  0.00511726 -0.00286678
  0.0382487 ]"
664,The God says Agent[02] is the [TEAM].,DIVINED,"[-0.01506949  0.01387087 -0.00359022 ...  0.00667912  0.00416126
  0.04091906]"
665,The God says Agent[02] is the [TEAM].,DIVINED,"[-0.01506949  0.01387087 -0.00359022 ...  0.00667912  0.00416126
  0.04091906]"
666,The God says Agent[03] is the [TEAM].,DIVINED,"[-0.0154251   0.01514602  0.00117857 ...  0.01052226  0.01154808
  0.04187783]"
667,The God says Agent[03] is the [TEAM].,DIVINED,"[-0.0154251   0.01514602  0.00117857 ...  0.01052226  0.01154808
  0.04187783]"
668,The God says Agent[04] is the [TEAM].,DIVINED,"[-0.01367078  0.02088363 -0.00128467 ...  0.0065551   0.01127895
  0.0397342 ]"
669,The God says Agent[04] is the [TEAM].,DIVINED,"[-0.01367078  0.02088363 -0.00128467 ...  0.0065551   0.01127895
  0.0397342 ]"
670,I revealed Agent[00]'s true nature is [TEAM].,DIVINED,"[ 0.00424518 -0.00968059 -0.01466516 ... -0.01222698  0.00097112
  0.04108841]"
671,I revealed Agent[00]'s true nature is [TEAM].,DIVINED,"[ 0.00424518 -0.00968059 -0.01466516 ... -0.01222698  0.00097112
  0.04108841]"
672,I revealed Agent[01]'s true nature is [TEAM].,DIVINED,"[ 0.00040056 -0.00444196 -0.01444173 ... -0.01034311 -0.00378747
  0.03874018]"
673,I revealed Agent[01]'s true nature is [TEAM].,DIVINED,"[ 0.00040056 -0.00444196 -0.01444173 ... -0.01034311 -0.00378747
  0.03874018]"
674,I revealed Agent[02]'s true nature is [TEAM].,DIVINED,"[ 0.00225793 -0.00462187 -0.01943445 ... -0.00956175 -0.00400703
  0.04189361]"
675,I revealed Agent[02]'s true nature is [TEAM].,DIVINED,"[ 0.00225793 -0.00462187 -0.01943445 ... -0.00956175 -0.00400703
  0.04189361]"
676,I revealed Agent[03]'s true nature is [TEAM].,DIVINED,"[ 0.00354685 -0.00446274 -0.01769535 ... -0.00347612  0.00206693
  0.04232172]"
677,I revealed Agent[03]'s true nature is [TEAM].,DIVINED,"[ 0.00354685 -0.00446274 -0.01769535 ... -0.00347612  0.00206693
  0.04232172]"
678,I revealed Agent[04]'s true nature is [TEAM].,DIVINED,"[ 0.00463063  0.00297335 -0.01985949 ... -0.00878079  0.00182614
  0.03846557]"
679,I revealed Agent[04]'s true nature is [TEAM].,DIVINED,"[ 0.00463063  0.00297335 -0.01985949 ... -0.00878079  0.00182614
  0.03846557]"
680,I’m on the same page as Agent[00].,AGREE,"[-0.02202867 -0.0079636   0.00693745 ... -0.00576866 -0.00711177
  0.00979404]"
681,I’m on the same page as Agent[01].,AGREE,"[-0.02712169 -0.00627151  0.00572816 ... -0.00033553 -0.01422664
  0.00212175]"
682,I’m on the same page as Agent[02].,AGREE,"[-0.01930214 -0.00704452 -0.00902793 ... -0.00171933 -0.01234881
  0.00857197]"
683,I’m on the same page as Agent[03].,AGREE,"[-0.02251506 -0.00950703  0.00342743 ...  0.00283513 -0.00049421
  0.00702464]"
684,I’m on the same page as Agent[04].,AGREE,"[-0.01782132  0.0031963  -0.00144358 ... -0.00598416 -0.0013574
  0.00494246]"
685,I’m in agreement with Agent[00].,AGREE,"[-3.83116268e-02  6.27236068e-03 -2.28935317e-03 ... -5.68201503e-05
  1.61033422e-02  3.72214578e-02]"
686,I’m in agreement with Agent[01].,AGREE,"[-0.03864446  0.00538316 -0.00086132 ...  0.00630792  0.01124749
  0.03112608]"
687,I’m in agreement with Agent[02].,AGREE,"[-0.03063776  0.00480408 -0.01145154 ...  0.00188382  0.0117224
  0.03596475]"
688,I’m in agreement with Agent[03].,AGREE,"[-0.03593479  0.00162745 -0.00027    ...  0.00620712  0.02452953
  0.03432041]"
689,I’m in agreement with Agent[04].,AGREE,"[-0.03191322  0.0117328  -0.00557215 ... -0.00130458  0.02249718
  0.03277735]"
690,I support Agent[00]'s viewpoint.,AGREE,"[-0.01309994 -0.00370436  0.0252006  ...  0.00915747 -0.00483246
  0.01235048]"
691,I support Agent[01]'s viewpoint.,AGREE,"[-0.01350513 -0.00368216  0.02574028 ...  0.01207253 -0.00548259
  0.0091996 ]"
692,I support Agent[02]'s viewpoint.,AGREE,"[-0.00974147 -0.00113959  0.01966806 ...  0.01170057 -0.00691853
  0.01269554]"
693,I support Agent[03]'s viewpoint.,AGREE,"[-0.01405426 -0.00101049  0.02505391 ...  0.01568184 -0.00043293
  0.01306691]"
694,I support Agent[04]'s viewpoint.,AGREE,"[-0.01114022  0.0057275   0.02148197 ...  0.01092525 -0.00255089
  0.00955863]"
695,I back Agent[00]'s opinion.,AGREE,"[ 0.00673406 -0.0014199  -0.00874709 ... -0.00447739  0.01183853
  0.01907585]"
696,I back Agent[01]'s opinion.,AGREE,"[ 0.00666207 -0.00062138 -0.00564197 ... -0.0005125   0.00688571
  0.01661986]"
697,I back Agent[02]'s opinion.,AGREE,"[ 0.00961175 -0.00092509 -0.01206843 ...  0.00119187  0.00745448
  0.01966878]"
698,I back Agent[03]'s opinion.,AGREE,"[ 0.00612493  0.00083627 -0.00854337 ...  0.0051291   0.0130496
  0.02113159]"
699,I back Agent[04]'s opinion.,AGREE,"[ 0.00817979  0.00589053 -0.01166563 ... -0.00016135  0.01288144
  0.01597483]"
700,I align with Agent[00]'s perspective.,AGREE,"[-0.0434204   0.01634415  0.0262921  ...  0.01216971 -0.00811826
  0.02278649]"
701,I align with Agent[01]'s perspective.,AGREE,"[-0.04522419  0.01462687  0.02791014 ...  0.01151217 -0.00917615
  0.01969589]"
702,I align with Agent[02]'s perspective.,AGREE,"[-0.04093475  0.01533922  0.02233764 ...  0.01076913 -0.01015827
  0.02463023]"
703,I align with Agent[03]'s perspective.,AGREE,"[-0.04340399  0.01794414  0.02897624 ...  0.01614822 -0.00326549
  0.02684829]"
704,I align with Agent[04]'s perspective.,AGREE,"[-0.04099471  0.02350504  0.02463292 ...  0.00640636 -0.00182999
  0.01837694]"
705,Agree with Agent[00]'s opinion.,AGREE,"[-0.02709811  0.00324372 -0.01264678 ...  0.01317621 -0.00747174
  0.01324332]"
706,Agree with Agent[01]'s opinion.,AGREE,"[-0.02314664  0.00252035 -0.00701637 ...  0.01748923 -0.00819069
  0.01017743]"
707,Agree with Agent[02]'s opinion.,AGREE,"[-0.02012525  0.00141807 -0.0149902  ...  0.01404173 -0.00946983
  0.01356009]"
708,Agree with Agent[03]'s opinion.,AGREE,"[-0.02274618  0.00126573 -0.01078266 ...  0.01982357 -0.00246319
  0.01326246]"
709,Agree with Agent[04]'s opinion.,AGREE,"[-0.0208124   0.00755943 -0.01098883 ...  0.01317184 -0.00467578
  0.01072333]"
710,I strongly agree with the Agent[00]'s suggestion.,AGREE,"[-0.03539554  0.01322174  0.01241225 ...  0.00754735 -0.01001551
  0.02239602]"
711,I strongly agree with the Agent[01]'s suggestion.,AGREE,"[-0.03230502  0.01403299  0.01095219 ...  0.01147222 -0.00984909
  0.0211007 ]"
712,I strongly agree with the Agent[02]'s suggestion.,AGREE,"[-0.03041715  0.01303145  0.01072118 ...  0.00947599 -0.00938202
  0.02127008]"
713,I strongly agree with the Agent[03]'s suggestion.,AGREE,"[-0.03197333  0.013541    0.01476774 ...  0.01190014 -0.00462957
  0.02147183]"
714,I strongly agree with the Agent[04]'s suggestion.,AGREE,"[-0.02921093  0.01866035  0.00978684 ...  0.00964512 -0.00513356
  0.02017207]"
715,I think Agent[00] is not the VILLAGER,NOT ESTIMATE,"[-0.02987255  0.00617721 -0.01484379 ... -0.01706342 -0.00483233
  0.04399188]"
716,I think Agent[00] is not the SEER,NOT ESTIMATE,"[-0.02333052 -0.00758693  0.00412752 ... -0.01980553 -0.00178709
  0.02710144]"
717,I think Agent[00] is not the MEDIUM,NOT ESTIMATE,"[-0.01424598  0.00220777  0.03975179 ... -0.04300074  0.00172102
  0.03199573]"
718,I think Agent[00] is not the BODYGUARD,NOT ESTIMATE,"[-0.00435278  0.01018801  0.020255   ... -0.02149541  0.01892383
  0.0147866 ]"
719,I think Agent[00] is not the WEREWOLF,NOT ESTIMATE,"[-0.00855563  0.00804708  0.01962411 ...  0.00100682  0.00409085
  0.03488066]"
720,I think Agent[00] is not the POSSESSED,NOT ESTIMATE,"[-0.02713736  0.01828329 -0.00912651 ... -0.00097716  0.01922167
  0.01557409]"
721,I think Agent[01] is not the VILLAGER,NOT ESTIMATE,"[-0.03247367  0.01081702 -0.01455586 ... -0.01120146 -0.00733447
  0.03615221]"
722,I think Agent[01] is not the SEER,NOT ESTIMATE,"[-0.02747877 -0.00212595  0.00726316 ... -0.01414088 -0.00385241
  0.02158472]"
723,I think Agent[01] is not the MEDIUM,NOT ESTIMATE,"[-0.01586762  0.01103464  0.04039592 ... -0.03727188  0.00417569
  0.02353851]"
724,I think Agent[01] is not the BODYGUARD,NOT ESTIMATE,"[-0.00792985  0.0118065   0.01594797 ... -0.01999381  0.01755159
  0.00929808]"
725,I think Agent[01] is not the WEREWOLF,NOT ESTIMATE,"[-0.01108573  0.01199499  0.01622124 ...  0.00814699  0.00362614
  0.02969288]"
726,I think Agent[01] is not the POSSESSED,NOT ESTIMATE,"[-0.02855471  0.02197651 -0.01144548 ...  0.00242073  0.01887915
  0.01070064]"
727,I think Agent[02] is not the VILLAGER,NOT ESTIMATE,"[-0.02795987  0.00904186 -0.02342015 ... -0.00922976 -0.00592644
  0.040166  ]"
728,I think Agent[02] is not the SEER,NOT ESTIMATE,"[-2.49365699e-02 -3.00632254e-03  3.12267161e-06 ... -1.30965319e-02
 -3.09894863e-03  2.53392924e-02]"
729,I think Agent[02] is not the MEDIUM,NOT ESTIMATE,"[-0.01079771  0.00838429  0.02914912 ... -0.03648342  0.00182476
  0.02957226]"
730,I think Agent[02] is not the BODYGUARD,NOT ESTIMATE,"[-0.00679778  0.01209443  0.00454608 ... -0.01765787  0.01619231
  0.01277741]"
731,I think Agent[02] is not the WEREWOLF,NOT ESTIMATE,"[-0.00536903  0.01041376  0.002562   ...  0.01111281  0.00368806
  0.03439062]"
732,I think Agent[02] is not the POSSESSED,NOT ESTIMATE,"[-0.02281609  0.02027936 -0.01917769 ...  0.00477993  0.0188298
  0.01437965]"
733,I think Agent[03] is not the VILLAGER,NOT ESTIMATE,"[-0.02916354  0.00816226 -0.01714811 ... -0.00488633  0.00509958
  0.03859059]"
734,I think Agent[03] is not the SEER,NOT ESTIMATE,"[-0.02236727 -0.00285591  0.00152695 ... -0.00823973  0.00334989
  0.02615914]"
735,I think Agent[03] is not the MEDIUM,NOT ESTIMATE,"[-0.01266789  0.00678637  0.03842855 ... -0.0302613   0.01377731
  0.02922269]"
736,I think Agent[03] is not the BODYGUARD,NOT ESTIMATE,"[-0.00733274  0.0119632   0.01109059 ... -0.01621365  0.02698053
  0.01414472]"
737,I think Agent[03] is not the WEREWOLF,NOT ESTIMATE,"[-0.00719014  0.00935212  0.01085212 ...  0.01511268  0.01371832
  0.03323945]"
738,I think Agent[03] is not the POSSESSED,NOT ESTIMATE,"[-0.02130437  0.01933782 -0.01317451 ...  0.00797311  0.0289996
  0.01276837]"
739,I think Agent[04] is not the VILLAGER,NOT ESTIMATE,"[-0.02687802  0.02056856 -0.02281455 ... -0.01129645  0.00240114
  0.03478332]"
740,I think Agent[04] is not the SEER,NOT ESTIMATE,"[-2.25326922e-02  7.42608821e-03  5.20842405e-05 ... -1.38583211e-02
  5.08456491e-03  2.16103941e-02]"
741,I think Agent[04] is not the MEDIUM,NOT ESTIMATE,"[-0.00871509  0.01719736  0.03250115 ... -0.03653663  0.00846675
  0.02349892]"
742,I think Agent[04] is not the BODYGUARD,NOT ESTIMATE,"[-0.00502485  0.02367856  0.00384584 ... -0.0211521   0.02338381
  0.00929878]"
743,I think Agent[04] is not the WEREWOLF,NOT ESTIMATE,"[-0.00327547  0.02421541  0.00321156 ...  0.01058803  0.01128395
  0.02988224]"
